Cliente_ID,Fecha_Inicio,Fecha_Fin,Tipo_Contrato,Facturacion_Papel,Metodo_Pago,Cargo_Mensual,Cargo_Total,Antiguedad_Dias,Antiguedad_Meses,Rango_Antiguedad,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Multiples_Lineas,Churn
2812-SFXMJ,2020-01-01,No,Month-to-month,No,Mailed check,20.05,20.05,31,1,0-12 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
7675-OZCZG,2019-10-01,No,Month-to-month,No,Electronic check,45.0,180.0,123,4,0-12 meses,Female,1,No,No,DSL,No,No,No,No,No,No,No,0
5014-WUQMG,2016-03-01,No,One year,Yes,Electronic check,96.1,4516.7,1432,47,25-48 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,0
5312-TSZVC,2018-11-01,No,One year,No,Mailed check,19.65,297.7,457,15,13-24 meses,Female,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
2003-CKLOR,2014-05-01,2018-07-01,Month-to-month,No,Electronic check,99.5,5472.5,1522,50,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,1
0993-OSGPT,2014-06-01,No,One year,Yes,Bank transfer (automatic),60.65,4454.14,2071,68,49-72 meses,Female,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,No,0
9254-RBFON,2018-06-01,2019-10-01,One year,No,Bank transfer (automatic),98.6,1735.36,487,16,13-24 meses,Female,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,1
1205-WNWPJ,2019-06-01,No,Month-to-month,Yes,Mailed check,59.5,523.6,245,8,0-12 meses,Female,0,No,No,DSL,No,No,No,Yes,Yes,No,No,0
9391-EOYLI,2019-01-01,No,Month-to-month,Yes,Electronic check,80.45,1139.98,396,13,13-24 meses,Male,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,0
7108-DGVUU,2018-05-01,No,One year,No,Bank transfer (automatic),71.7,1505.7,641,21,13-24 meses,Female,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Yes,0
2782-JEEBU,2018-05-01,No,Month-to-month,Yes,Mailed check,36.0,824.04,641,21,13-24 meses,Male,0,No,No,DSL,No,Yes,No,Yes,No,No,No service,0
5127-BZENZ,2015-06-01,No,One year,No,Bank transfer (automatic),65.2,3651.2,1706,56,49-72 meses,Female,0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,0
2720-FVBQP,2019-08-01,No,Month-to-month,Yes,Credit card (automatic),48.95,293.7,184,6,0-12 meses,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,Yes,0
9906-NHHVC,2014-09-01,2017-03-01,Two year,Yes,Bank transfer (automatic),53.5,1717.35,912,30,25-48 meses,Female,1,No,No,DSL,No,Yes,Yes,No,Yes,Yes,No service,1
4522-XRWWI,2016-08-01,No,One year,No,Credit card (automatic),80.45,3378.9,1279,42,25-48 meses,Male,0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,0
3766-EJLFL,2014-06-01,No,Two year,Yes,Bank transfer (automatic),109.05,8082.79,2071,68,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,0
5939-SXWHM,2016-02-01,2018-12-01,Two year,No,Bank transfer (automatic),26.3,956.79,1034,34,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,1
8152-UOBNY,2015-12-01,No,One year,Yes,Electronic check,106.8,5446.8,1523,50,49-72 meses,Female,1,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
7351-KYHQH,2019-07-01,No,Month-to-month,Yes,Electronic check,64.95,472.84,215,7,0-12 meses,Female,1,No,No,DSL,No,Yes,Yes,No,Yes,No,No,0
7643-RCHXS,2014-11-01,No,Two year,No,Electronic check,19.35,1316.57,1918,63,49-72 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
8246-SHFGA,2018-09-01,No,Month-to-month,No,Credit card (automatic),21.1,358.7,518,17,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
8387-MOJJT,2016-05-01,2019-03-01,Month-to-month,Yes,Credit card (automatic),77.95,2862.32,1034,34,25-48 meses,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,1
0620-XEFWH,2019-10-01,No,Month-to-month,No,Mailed check,18.85,75.4,123,4,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6485-QXWWE,2014-12-01,No,Two year,No,Bank transfer (automatic),26.0,1773.2,1888,62,49-72 meses,Female,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
2761-OCIAX,2019-09-01,No,Month-to-month,Yes,Electronic check,74.7,373.5,153,5,0-12 meses,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,No,0
7321-VGNKU,2019-12-01,No,Month-to-month,Yes,Electronic check,70.35,140.7,62,2,0-12 meses,Female,0,Yes,No,Fiber optic,No,No,No,No,No,No,No,0
5327-CNLUQ,2016-02-01,No,Two year,Yes,Bank transfer (automatic),96.9,4837.25,1461,48,25-48 meses,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,0
7552-KEYGT,2017-11-01,No,Two year,No,Bank transfer (automatic),19.55,527.85,822,27,25-48 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
5816-JMLGY,2014-04-01,No,Two year,Yes,Bank transfer (automatic),80.4,6134.52,2132,70,49-72 meses,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0
3068-OMWZA,2019-09-01,No,Month-to-month,Yes,Electronic check,88.8,444.0,153,5,0-12 meses,Male,1,No,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,0
2927-QRRQV,2016-04-01,No,One year,Yes,Electronic check,94.65,4615.13,1401,46,25-48 meses,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,0
6032-KRXXO,2017-04-01,No,Month-to-month,Yes,Electronic check,90.25,3068.5,1036,34,25-48 meses,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0
7459-RRWQZ,2018-09-01,No,Month-to-month,Yes,Bank transfer (automatic),64.65,1099.05,518,17,13-24 meses,Female,0,No,No,DSL,Yes,No,No,No,No,Yes,Yes,0
6265-SXWBU,2014-05-01,No,One year,No,Credit card (automatic),95.75,6606.75,2102,69,49-72 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,0
7941-RCJOW,2014-09-01,No,Two year,Yes,Credit card (automatic),19.55,1270.75,1979,65,49-72 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6374-NTQLP,2014-02-01,No,Two year,Yes,Credit card (automatic),104.1,7495.2,2191,72,49-72 meses,Male,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,0
4154-AQUGT,2018-12-01,No,Month-to-month,Yes,Bank transfer (automatic),89.05,1246.7,427,14,13-24 meses,Male,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,No,0
2387-KDZQY,2018-09-01,No,One year,Yes,Mailed check,20.1,369.04,518,17,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
3584-WKTTW,2015-11-01,No,One year,Yes,Electronic check,111.55,5689.05,1553,51,49-72 meses,Male,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,0
3399-BMLVW,2015-11-01,No,Two year,No,Credit card (automatic),60.5,3085.5,1553,51,49-72 meses,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,0
1971-DTCZB,2014-02-01,No,Two year,Yes,Bank transfer (automatic),90.95,7137.76,2191,72,49-72 meses,Female,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
3092-IGHWF,2014-06-01,2017-05-01,One year,No,Electronic check,87.4,3364.9,1065,35,25-48 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,1
3374-PZLXD,2017-04-01,No,Month-to-month,No,Mailed check,19.7,736.78,1036,34,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
3813-DHBBB,2014-07-01,No,Two year,Yes,Bank transfer (automatic),50.95,3413.65,2041,67,49-72 meses,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No service,0
2812-REYAT,2016-01-01,No,One year,Yes,Bank transfer (automatic),20.05,1070.87,1492,49,49-72 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
6518-PPLMZ,2015-09-01,2017-11-01,Two year,Yes,Mailed check,19.4,504.4,792,26,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,1
4939-KYYPY,2017-11-01,No,Month-to-month,No,Electronic check,59.45,1733.56,822,27,25-48 meses,Male,0,No,No,DSL,No,No,Yes,Yes,No,No,Yes,0
8017-LXHFA,2018-02-01,No,Month-to-month,Yes,Electronic check,94.75,2274.0,730,24,13-24 meses,Female,1,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,0
5930-GBIWP,2014-05-01,2017-03-01,Two year,Yes,Credit card (automatic),81.5,2771.0,1035,34,25-48 meses,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,1
6022-KOUQO,2019-12-01,No,Month-to-month,No,Bank transfer (automatic),29.05,58.68,62,2,0-12 meses,Female,0,Yes,Yes,DSL,No,No,No,Yes,No,No,No service,0
6352-TWCAU,2017-01-01,No,Month-to-month,Yes,Electronic check,86.45,3198.65,1126,37,25-48 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,0
2361-UPSND,2016-04-01,No,One year,No,Mailed check,70.6,3474.93,1401,46,25-48 meses,Female,0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,0
6035-RIIOM,2015-08-01,No,Two year,Yes,Bank transfer (automatic),97.2,5616.22,1645,54,49-72 meses,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0
2929-QNSRW,2015-05-01,2017-07-01,One year,Yes,Electronic check,98.25,2554.5,792,26,25-48 meses,Female,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1
1262-OPMFY,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),75.75,999.9,365,12,0-12 meses,Female,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,0
9504-DSHWM,2018-06-01,No,Month-to-month,No,Bank transfer (automatic),59.2,1184.0,610,20,13-24 meses,Male,0,No,No,DSL,Yes,No,No,Yes,No,No,Yes,0
5035-BVCXS,2019-03-01,No,Month-to-month,Yes,Mailed check,75.9,901.69,337,11,0-12 meses,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,No,0
6267-DCFFZ,2017-08-01,No,Month-to-month,Yes,Electronic check,90.05,2782.55,914,30,25-48 meses,Female,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,0
3533-UVMOM,2014-06-01,2018-03-01,Two year,No,Bank transfer (automatic),70.95,3192.75,1369,45,25-48 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,No,1
2439-LYPMQ,2016-12-01,No,Month-to-month,Yes,Electronic check,102.6,4210.7,1157,38,25-48 meses,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
4248-QPAVC,2018-06-01,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1860.63,610,20,13-24 meses,Female,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,0
1899-VXWXM,2015-12-01,No,One year,Yes,Credit card (automatic),106.1,5305.0,1523,50,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
1478-VPOAD,2020-01-01,No,Month-to-month,No,Electronic check,43.8,45.99,31,1,0-12 meses,Female,0,No,No,DSL,No,No,No,No,No,No,No,0
9995-HOTOH,2014-11-01,No,Two year,No,Electronic check,59.0,3717.0,1918,63,49-72 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No service,0
2988-PLAHS,2019-11-01,No,One year,Yes,Electronic check,69.95,224.54,92,3,0-12 meses,Female,0,No,No,DSL,No,No,Yes,No,Yes,Yes,No,0
1371-OJCEK,2016-02-01,No,One year,No,Bank transfer (automatic),24.35,1285.68,1461,48,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
4999-IEZLT,2014-08-01,2016-11-01,One year,No,Credit card (automatic),29.45,795.15,823,27,25-48 meses,Male,0,No,No,DSL,No,No,No,Yes,No,No,No service,1
8883-ANODQ,2014-06-01,No,Two year,Yes,Credit card (automatic),84.4,5739.2,2071,68,49-72 meses,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,0
4690-LLKUA,2018-05-01,No,Month-to-month,Yes,Electronic check,45.05,946.05,641,21,13-24 meses,Male,1,No,No,DSL,No,No,No,No,No,No,No,0
2351-RRBUE,2019-07-01,No,One year,No,Mailed check,20.65,144.55,215,7,0-12 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
5980-BDHPY,2014-02-01,No,Two year,Yes,Bank transfer (automatic),87.1,6333.91,2191,72,49-72 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
1498-DQNRX,2017-09-01,No,Month-to-month,No,Mailed check,19.85,621.7,883,29,25-48 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
9469-WEJBT,2017-01-01,No,Month-to-month,Yes,Electronic check,90.35,3543.53,1126,37,25-48 meses,Male,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,0
3331-HQDTW,2017-03-01,No,Month-to-month,Yes,Mailed check,109.8,3843.0,1067,35,25-48 meses,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0
9490-DFPMD,2016-04-01,2017-12-01,Month-to-month,Yes,Electronic check,84.65,1777.65,609,20,13-24 meses,Female,1,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,1
2581-VKIRT,2015-03-01,No,One year,No,Mailed check,65.5,3864.5,1798,59,49-72 meses,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,0
5442-XSDCW,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),79.5,973.08,365,12,0-12 meses,Male,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,0
7426-WEIJX,2015-02-01,No,Month-to-month,Yes,Electronic check,80.95,5245.56,1826,60,49-72 meses,Male,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,0
2851-MMUTZ,2017-11-01,No,Month-to-month,Yes,Mailed check,56.15,1516.05,822,27,25-48 meses,Female,0,No,No,DSL,No,Yes,No,Yes,No,No,No,0
3049-NDXFL,2019-12-01,No,Month-to-month,No,Mailed check,85.8,178.46,62,2,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,0
8580-AECUZ,2019-12-01,No,Month-to-month,Yes,Electronic check,79.1,159.78,62,2,0-12 meses,Male,1,No,No,Fiber optic,No,No,No,No,Yes,No,No,0
3307-TLCUD,2018-09-01,No,Month-to-month,No,Mailed check,34.4,584.8,518,17,13-24 meses,Male,0,Yes,No,DSL,Yes,No,Yes,No,No,No,No service,0
6625-FLENO,2015-04-01,No,Two year,No,Mailed check,20.75,1263.67,1767,58,49-72 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
2967-MXRAV,2020-01-01,No,One year,No,Mailed check,18.8,19.74,31,1,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
7963-GQRMY,2019-08-01,No,Month-to-month,No,Mailed check,44.3,281.75,184,6,0-12 meses,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,No,0
8189-HBVRW,2015-09-01,No,Month-to-month,No,Electronic check,90.8,5149.27,1614,53,49-72 meses,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,0
4163-KIUHY,2017-03-01,No,Month-to-month,Yes,Electronic check,25.6,896.0,1067,35,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
1228-FZFRV,2015-08-01,No,Month-to-month,No,Credit card (automatic),105.95,5721.3,1645,54,49-72 meses,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,0
3500-NSDOA,2014-06-01,2018-05-01,Two year,No,Credit card (automatic),70.8,3327.6,1430,47,25-48 meses,Male,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,1
1171-TYKUR,2016-03-01,2019-03-01,Month-to-month,No,Electronic check,25.4,987.55,1095,36,25-48 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,Yes,1
3761-FLYZI,2014-09-01,No,Month-to-month,Yes,Bank transfer (automatic),108.8,7284.16,1979,65,49-72 meses,Female,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
2058-DCJBE,2019-06-01,No,Month-to-month,Yes,Electronic check,69.75,591.48,245,8,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
5364-XYIRR,2015-07-01,2019-06-01,Month-to-month,Yes,Electronic check,94.65,4448.55,1431,47,25-48 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1
4829-AUOAX,2015-12-01,2019-05-01,Month-to-month,No,Bank transfer (automatic),96.05,3938.05,1247,41,25-48 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1
1219-NNDDO,2019-05-01,No,Month-to-month,Yes,Electronic check,76.85,691.65,276,9,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
8388-DMKAE,2019-06-01,No,Two year,No,Mailed check,20.25,168.48,245,8,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
4403-BWPAY,2018-12-01,2019-11-01,One year,Yes,Credit card (automatic),24.8,272.8,335,11,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,1
9659-QEQSY,2016-05-01,No,Month-to-month,Yes,Electronic check,115.65,5568.55,1371,45,25-48 meses,Female,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
5405-ZMYXQ,2019-06-01,No,Month-to-month,Yes,Credit card (automatic),74.6,596.8,245,8,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
5047-LHVLY,2019-09-01,No,Month-to-month,Yes,Mailed check,50.15,253.26,153,5,0-12 meses,Male,1,No,Yes,DSL,No,No,Yes,No,No,No,No,0
1442-OKRJE,2014-08-01,No,One year,Yes,Bank transfer (automatic),103.15,7488.69,2010,66,49-72 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0
4737-AQCPU,2014-02-01,2015-08-01,Two year,No,Credit card (automatic),72.1,1414.6,546,18,13-24 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,1
9158-VCTQB,2016-05-01,2018-07-01,Month-to-month,Yes,Bank transfer (automatic),113.6,3042.21,791,26,25-48 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
2808-CHTDM,2018-03-01,No,Two year,No,Mailed check,25.1,577.3,702,23,13-24 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
6311-UEUME,2017-07-01,No,Month-to-month,Yes,Electronic check,78.9,2519.28,945,31,25-48 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,0
0793-TWELN,2019-10-01,No,Month-to-month,Yes,Electronic check,80.15,339.84,123,4,0-12 meses,Female,0,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,0
3283-WCWXT,2019-08-01,No,Two year,No,Mailed check,25.4,152.4,184,6,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
1060-ENTOF,2014-07-01,2018-09-01,One year,Yes,Credit card (automatic),105.4,5270.0,1523,50,49-72 meses,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,1
0999-QXNSA,2019-07-01,No,Month-to-month,Yes,Mailed check,45.75,336.26,215,7,0-12 meses,Male,1,No,Yes,DSL,No,No,No,No,No,No,No,0
5451-MHQOF,2015-06-01,No,One year,Yes,Mailed check,24.45,1410.28,1706,56,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
4836-WNFNO,2014-02-01,No,Two year,No,Credit card (automatic),25.0,1800.0,2191,72,49-72 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
9225-BZLNZ,2014-02-01,2016-08-01,Two year,Yes,Electronic check,85.25,2685.38,912,30,25-48 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,1
0354-VXMJC,2018-03-01,No,Two year,No,Credit card (automatic),19.6,450.8,702,23,13-24 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
4422-QVIJA,2017-03-01,No,Month-to-month,No,Mailed check,50.15,1755.25,1067,35,25-48 meses,Female,0,No,Yes,DSL,No,No,No,No,No,No,Yes,0
9365-SRSZE,2017-11-01,No,Month-to-month,Yes,Electronic check,70.55,1904.85,822,27,25-48 meses,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,0
6839-ITVZJ,2017-08-01,No,Month-to-month,Yes,Electronic check,60.05,1801.5,914,30,25-48 meses,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,0
8332-OSJDW,2019-02-01,No,One year,No,Mailed check,26.4,316.8,365,12,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
4735-BJKOU,2016-10-01,No,Two year,No,Mailed check,20.15,806.0,1218,40,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
0274-JKUJR,2019-07-01,No,Month-to-month,No,Mailed check,58.85,424.31,215,7,0-12 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No service,0
5740-YHGTW,2014-04-01,2019-09-01,Month-to-month,Yes,Credit card (automatic),97.55,6340.75,1979,65,49-72 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,1
8917-SZTTJ,2015-02-01,No,Two year,No,Credit card (automatic),19.65,1202.58,1826,60,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
1696-MZVAU,2016-11-01,No,One year,Yes,Credit card (automatic),25.25,984.75,1187,39,25-48 meses,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,No service,0
7359-WWYJV,2014-02-01,No,Two year,No,Credit card (automatic),114.45,8487.61,2191,72,49-72 meses,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
0375-HVGXO,2019-11-01,No,Month-to-month,Yes,Electronic check,34.7,104.1,92,3,0-12 meses,Female,0,No,No,DSL,No,No,No,No,Yes,No,No service,0
4906-ZHGPK,2015-08-01,No,One year,Yes,Electronic check,70.7,3817.8,1645,54,49-72 meses,Male,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,0
8593-WHYHV,2019-10-01,No,Month-to-month,Yes,Electronic check,85.3,341.2,123,4,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,0
3795-GWTRD,2014-11-01,No,Two year,No,Credit card (automatic),75.55,4997.63,1918,63,49-72 meses,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0
1298-PHBTI,2014-03-01,No,Two year,Yes,Electronic check,84.8,6020.8,2163,71,49-72 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,0
6223-DHJGV,2016-08-01,No,One year,Yes,Mailed check,20.65,867.3,1279,42,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6961-MJKBO,2016-03-01,No,Two year,No,Bank transfer (automatic),20.45,999.6,1432,47,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6097-EQISJ,2014-04-01,2017-07-01,One year,Yes,Credit card (automatic),102.45,3995.55,1187,39,25-48 meses,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1
4423-YLHDV,2018-02-01,No,Month-to-month,Yes,Bank transfer (automatic),104.4,2505.6,730,24,13-24 meses,Female,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,0
8158-WPEZG,2019-03-01,No,Month-to-month,Yes,Electronic check,35.65,419.6,337,11,0-12 meses,Male,0,No,No,DSL,No,Yes,No,Yes,No,No,No service,0
0107-YHINA,2019-10-01,No,Month-to-month,Yes,Electronic check,99.75,402.99,123,4,0-12 meses,Male,0,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0
4918-FYJNT,2015-07-01,2017-08-01,Month-to-month,No,Electronic check,90.45,2261.25,762,25,25-48 meses,Female,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,1
0727-BNRLG,2014-05-01,No,Two year,Yes,Credit card (automatic),97.65,7411.64,2102,69,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,0
4854-CIDCF,2019-11-01,No,Month-to-month,No,Electronic check,73.85,237.06,92,3,0-12 meses,Female,1,No,No,Fiber optic,No,No,Yes,No,No,No,No,0
8640-SDGKB,2019-08-01,No,Month-to-month,Yes,Electronic check,74.4,446.4,184,6,0-12 meses,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No,0
3280-MRDOF,2017-08-01,No,Two year,Yes,Credit card (automatic),69.1,2238.84,914,30,25-48 meses,Male,1,No,No,DSL,No,No,Yes,Yes,Yes,No,Yes,0
6435-SRWBJ,2019-09-01,No,Month-to-month,Yes,Electronic check,82.75,413.75,153,5,0-12 meses,Female,0,No,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,0
9964-WBQDJ,2014-03-01,No,Two year,Yes,Credit card (automatic),24.4,1749.72,2163,71,49-72 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
6303-KFWSL,2017-09-01,No,One year,Yes,Electronic check,55.25,1602.25,883,29,25-48 meses,Female,0,No,No,DSL,No,Yes,No,No,No,No,Yes,0
1702-CCFNJ,2015-10-01,2019-09-01,Month-to-month,No,Bank transfer (automatic),61.35,2883.45,1431,47,25-48 meses,Male,0,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,1
8932-CZHRQ,2014-06-01,No,One year,No,Credit card (automatic),76.75,5427.76,2071,68,49-72 meses,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,0
